"instance_id","client_name","site_name","region_name","client_region_name","site_region_name","month_date","total_lifetimes","total_user_days_online_this_month","total_users_online_this_month","avg_daily_engagement_score","total_lifetime_days","li_attempts","mission_step_completions","rewards_claimed","rank_completions","sale_submissions","user_referrals","badge_completions","banner_clicks","poll_completions","survey_completions","certification_completions","achievement_completions","community_comments","community_replies","community_likes","snippets_created","snippets_viewed","engagement_score"
"DE7927F2C190DDFCC94E1AB30391486B","Fitbit","Fitbit Learn","ANZ","Fitbit ANZ","Fitbit Learn ANZ","2024-04-01","2877","175","53","0.3213239538239538","490664","19","0","0","0","0","4","19","12","0","0","0","0","0","0","0","0","2","56"
"DE7927F2C190DDFCC94E1AB30391486B","Fitbit","Fitbit Learn","ANZ","Fitbit ANZ","Fitbit Learn ANZ","2024-07-01","3402","211","79","0.16438309738309742","385336","5","0","1","0","0","0","30","12","0","0","0","0","0","0","0","0","13","61"
"DE7927F2C190DDFCC94E1AB30391486B","Fitbit","Fitbit Learn","ANZ","Fitbit ANZ","Fitbit Learn ANZ","2022-11-01","11323","748","203","2.5867997854867775","204467","798","0","123","31","0","26","303","349","31","0","0","118","3","1","9","1","72","1865"
"5ADF872EEAF08749D5B63EC7BD223750","Bridgestone","Bridgestone and Firestone Education Network",,"Bridgestone","Bridgestone and Firestone Education Network","2025-01-01","213867","21890","4801","2.5216941068558723","53538774","13378","25","0","0","0","75","525","39484","0","0","0","0","227","479","1206","0","0","55399"
"5ADF872EEAF08749D5B63EC7BD223750","Bridgestone","Bridgestone and Firestone Education Network",,"Bridgestone","Bridgestone and Firestone Education Network","2024-08-01","207434","19357","4172","2.404047781120712","48581248","12155","85","0","0","0","105","520","31444","0","0","0","0","209","455","1361","0","0","46334"
"5ADF872EEAF08749D5B63EC7BD223750","Bridgestone","Bridgestone and Firestone Education Network",,"Bridgestone","Bridgestone and Firestone Education Network","2024-06-01","229566","18243","4262","2.4967290502995834","45709812","14038","43","0","0","0","86","620","28291","0","0","0","0","260","538","1581","0","0","45457"
"5ADF872EEAF08749D5B63EC7BD223750","Bridgestone","Bridgestone and Firestone Education Network",,"Bridgestone","Bridgestone and Firestone Education Network","2025-05-01","268590","21596","5111","2.2957626603344954","60823659","12638","44","0","0","0","73","647","35405","0","0","0","0","251","447","1315","0","0","50820"
"5ADF872EEAF08749D5B63EC7BD223750","Bridgestone","Bridgestone and Firestone Education Network",,"Bridgestone","Bridgestone and Firestone Education Network","2022-10-01","162714","16194","3785","2.74185400035364","1262531","13602","0","0","0","0","39","932","24997","240","0","0","0","110","957","2314","0","0","43191"
"5ADF872EEAF08749D5B63EC7BD223750","Bridgestone","Bridgestone and Firestone Education Network",,"Bridgestone","Bridgestone and Firestone Education Network","2024-04-01","244877","20730","4753","2.4231884963466013","42434576","14692","13","0","0","0","117","730","32749","0","0","0","0","256","600","1608","0","0","50765"
"5ADF872EEAF08749D5B63EC7BD223750","Bridgestone","Bridgestone and Firestone Education Network",,"Bridgestone","Bridgestone and Firestone Education Network","2024-01-01","201747","22082","4499","2.57908119107647","35925046","13171","0","0","0","0","97","614","38717","0","0","0","0","264","870","2313","0","0","56046"
"5ADF872EEAF08749D5B63EC7BD223750","Bridgestone","Bridgestone and Firestone Education Network",,"Bridgestone","Bridgestone and Firestone Education Network","2023-08-01","208018","19788","4282","2.3711703781066613","26981800","11272","0","0","0","0","90","1194","30600","0","0","0","0","244","1069","2774","0","0","47243"
"5ADF872EEAF08749D5B63EC7BD223750","Bridgestone","Bridgestone and Firestone Education Network",,"Bridgestone","Bridgestone and Firestone Education Network","2023-12-01","200264","20256","4042","2.2378667231681195","33990529","9393","0","0","0","0","54","431","33230","0","0","0","0","188","731","1831","0","0","45858"
"5ADF872EEAF08749D5B63EC7BD223750","Bridgestone","Bridgestone and Firestone Education Network",,"Bridgestone","Bridgestone and Firestone Education Network","2022-11-01","186083","17828","3774","2.525182267363534","4122977","12995","0","0","0","0","39","888","26601","160","0","0","0","122","984","2410","0","0","44199"
"5ADF872EEAF08749D5B63EC7BD223750","Bridgestone","Bridgestone and Firestone Education Network",,"Bridgestone","Bridgestone and Firestone Education Network","2025-06-01","249437","17889","4368","2.377986930527804","60291658","11874","28","0","0","0","59","487","30034","0","0","0","0","254","547","1379","0","0","44662"
"5ADF872EEAF08749D5B63EC7BD223750","Bridgestone","Bridgestone and Firestone Education Network",,"Bridgestone","Bridgestone and Firestone Education Network","2025-04-01","258105","20882","5092","2.3452579447508435","57012152","14070","17","0","0","0","94","574","33504","0","0","0","0","233","481","1466","0","0","50439"
"5ADF872EEAF08749D5B63EC7BD223750","Bridgestone","Bridgestone and Firestone Education Network",,"Bridgestone","Bridgestone and Firestone Education Network","2025-02-01","203555","20592","5021","2.9199856197520595","49716624","21376","46","0","0","0","100","783","38617","0","0","0","0","229","473","1258","0","0","62882"
"5ADF872EEAF08749D5B63EC7BD223750","Bridgestone","Bridgestone and Firestone Education Network",,"Bridgestone","Bridgestone and Firestone Education Network","2023-01-01","187884","18909","4201","2.550013365279822","10372296","16037","0","0","0","0","73","1183","27041","183","0","0","0","171","1024","2223","0","121","48056"
"5ADF872EEAF08749D5B63EC7BD223750","Bridgestone","Bridgestone and Firestone Education Network",,"Bridgestone","Bridgestone and Firestone Education Network","2022-12-01","189364","17874","3597","2.5455102569208488","7295264","12909","0","0","0","0","36","942","27393","144","0","0","0","111","915","2091","0","218","44759"
"5ADF872EEAF08749D5B63EC7BD223750","Bridgestone","Bridgestone and Firestone Education Network",,"Bridgestone","Bridgestone and Firestone Education Network","2023-10-01","201073","19269","4130","2.211354202094646","30266246","9350","0","0","0","0","85","558","29282","0","0","0","0","228","874","2124","0","0","42501"
"5ADF872EEAF08749D5B63EC7BD223750","Bridgestone","Bridgestone and Firestone Education Network",,"Bridgestone","Bridgestone and Firestone Education Network","2024-12-01","213727","19247","3931","2.2747958387223144","52112278","9249","68","0","0","0","30","469","32948","0","0","0","0","197","391","1031","0","0","44383"
"5ADF872EEAF08749D5B63EC7BD223750","Bridgestone","Bridgestone and Firestone Education Network",,"Bridgestone","Bridgestone and Firestone Education Network","2025-03-01","244595","20766","5108","2.526344189454416","56993449","16258","7","0","0","0","91","634","33763","0","0","0","0","245","469","1411","0","0","52878"
"5ADF872EEAF08749D5B63EC7BD223750","Bridgestone","Bridgestone and Firestone Education Network",,"Bridgestone","Bridgestone and Firestone Education Network","2024-05-01","250588","21531","4858","2.6319527227149435","45899674","15935","95","0","0","0","91","838","35265","0","0","0","0","248","610","1665","0","0","54747"
"5ADF872EEAF08749D5B63EC7BD223750","Bridgestone","Bridgestone and Firestone Education Network",,"Bridgestone","Bridgestone and Firestone Education Network","2024-03-01","239557","22111","5016","2.5568139206605642","41153737","17955","9","0","0","0","123","869","35478","0","0","0","0","251","620","1665","0","0","56970"
"5ADF872EEAF08749D5B63EC7BD223750","Bridgestone","Bridgestone and Firestone Education Network",,"Bridgestone","Bridgestone and Firestone Education Network","2024-10-01","203428","21302","4591","2.4766997781127715","49897134","12915","40","0","0","0","93","686","36844","0","0","0","0","220","466","1269","0","0","52533"
"5ADF872EEAF08749D5B63EC7BD223750","Bridgestone","Bridgestone and Firestone Education Network",,"Bridgestone","Bridgestone and Firestone Education Network","2024-11-01","207013","20801","4340","2.3011084799240575","49364647","9834","25","0","0","0","72","546","35471","0","0","0","0","218","396","1167","0","0","47729"
"5ADF872EEAF08749D5B63EC7BD223750","Bridgestone","Bridgestone and Firestone Education Network",,"Bridgestone","Bridgestone and Firestone Education Network","2025-08-01","231660","18378","4875","1.9643816224017494","64327137","8028","50","0","0","0","79","371","26004","0","0","0","0","202","437","1155","0","0","36326"
"5ADF872EEAF08749D5B63EC7BD223750","Bridgestone","Bridgestone and Firestone Education Network",,"Bridgestone","Bridgestone and Firestone Education Network","2023-09-01","195356","17934","3966","2.3546849554404705","27582650","9648","0","0","0","0","69","431","27442","0","0","0","0","250","1091","2647","0","0","41578"
"5ADF872EEAF08749D5B63EC7BD223750","Bridgestone","Bridgestone and Firestone Education Network",,"Bridgestone","Bridgestone and Firestone Education Network","2023-05-01","239447","18806","4296","2.613634328812417","21862209","12904","0","0","0","0","105","654","30372","0","0","0","0","253","927","2438","0","0","47653"
"5ADF872EEAF08749D5B63EC7BD223750","Bridgestone","Bridgestone and Firestone Education Network",,"Bridgestone","Bridgestone and Firestone Education Network","2024-02-01","205495","24389","5407","3.2056618783838853","36169101","30776","0","0","0","0","133","1296","45472","0","0","0","0","314","798","2479","0","0","81268"
"5ADF872EEAF08749D5B63EC7BD223750","Bridgestone","Bridgestone and Firestone Education Network",,"Bridgestone","Bridgestone and Firestone Education Network","2024-09-01","192408","17043","3929","2.2663422503256134","47433106","9318","40","0","0","0","60","423","27121","0","0","0","0","198","400","1127","0","0","38687"
"5ADF872EEAF08749D5B63EC7BD223750","Bridgestone","Bridgestone and Firestone Education Network",,"Bridgestone","Bridgestone and Firestone Education Network","2023-11-01","195530","20274","4185","2.321175133509497","30972526","10752","0","0","0","0","72","431","32930","0","0","0","0","169","529","1653","0","0","46536"
"5ADF872EEAF08749D5B63EC7BD223750","Bridgestone","Bridgestone and Firestone Education Network",,"Bridgestone","Bridgestone and Firestone Education Network","2023-06-01","221739","19385","4290","2.5229145032458153","23090394","13186","0","0","0","0","124","567","31252","0","0","0","0","191","936","2413","0","0","48669"
"5ADF872EEAF08749D5B63EC7BD223750","Bridgestone","Bridgestone and Firestone Education Network",,"Bridgestone","Bridgestone and Firestone Education Network","2023-07-01","215678","17354","3973","2.338674454922252","25464382","10647","0","0","0","0","69","435","26670","0","0","0","0","230","973","2393","0","0","41417"
"5ADF872EEAF08749D5B63EC7BD223750","Bridgestone","Bridgestone and Firestone Education Network",,"Bridgestone","Bridgestone and Firestone Education Network","2024-07-01","221805","16863","3896","2.4266387519967236","47975173","10628","43","0","0","0","43","406","26209","0","0","0","0","260","394","1290","0","0","39273"
"5ADF872EEAF08749D5B63EC7BD223750","Bridgestone","Bridgestone and Firestone Education Network",,"Bridgestone","Bridgestone and Firestone Education Network","2023-04-01","236556","18527","4507","2.575639457070104","18861040","15882","0","0","0","0","146","691","28134","0","0","0","0","197","764","2336","0","0","48150"
"5ADF872EEAF08749D5B63EC7BD223750","Bridgestone","Bridgestone and Firestone Education Network",,"Bridgestone","Bridgestone and Firestone Education Network","2023-03-01","226472","20950","4823","2.8824324379715605","16416950","23301","0","0","0","0","151","961","31811","0","0","0","0","207","1218","2976","0","0","60625"
"5ADF872EEAF08749D5B63EC7BD223750","Bridgestone","Bridgestone and Firestone Education Network",,"Bridgestone","Bridgestone and Firestone Education Network","2025-07-01","237173","18623","4359","2.154896909034738","63240282","9558","31","0","0","0","47","409","29002","0","0","0","0","222","450","1101","0","0","40820"
"5ADF872EEAF08749D5B63EC7BD223750","Bridgestone","Bridgestone and Firestone Education Network",,"Bridgestone","Bridgestone and Firestone Education Network","2025-10-01","240800","21205","4764","2.0163377909061246","65381678","9993","38","0","0","0","75","423","32017","0","0","0","0","200","490","1221","0","0","44457"
"6DDD20303E4BBEBC40C218BE9757C834","Portage","Portage",,"Portage","Portage","2025-05-01","891","19","12","0.4722222222222222","7397","5","4","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","11"
"EACC998A59F60E8BD65A97707E5B5DA0","Google Pepe - Android","Learn Android",,"Google Pepe - Android","Learn Android","2025-01-01","2505","619","93","1.0530041726736652","25734","799","4","0","2","0","0","1","151","10","0","0","0","1","0","1","0","17","986"
"EACC998A59F60E8BD65A97707E5B5DA0","Google Pepe - Android","Learn Android",,"Google Pepe - Android","Learn Android","2025-08-01","12942","1594","300","2.958259353129858","798642","2715","231","117","3","0","2","64","125","34","0","0","9","76","100","1094","0","17","4587"
"EACC998A59F60E8BD65A97707E5B5DA0","Google Pepe - Android","Learn Android",,"Google Pepe - Android","Learn Android","2024-12-01","1","1","1","9.0","1","2","0","0","0","0","0","0","5","1","0","0","0","1","0","0","0","0","9"
"22616DD6B409CA4FE178CA8345599B84","UAG","UAG Training",,"UAG","UAG Training","2024-12-01","5533","306","127","6.749613773369241","97833","1892","595","78","0","0","11","0","139","0","0","0","78","0","0","0","0","0","2793"
"22616DD6B409CA4FE178CA8345599B84","UAG","UAG Training",,"UAG","UAG Training","2025-08-01","3036","129","28","1.0212749615975423","121161","103","35","3","0","0","0","0","15","0","0","0","5","0","0","0","0","0","161"
"109D7CF2212A10645CEDB2720086A68D","PopSockets","PopSockets",,"PopSockets","PopSockets","2025-02-01","988","33","9","0.5925925925925927","45212","0","3","3","0","0","0","3","4","0","1","0","2","1","0","0","0","0","17"
"22616DD6B409CA4FE178CA8345599B84","UAG","UAG Training",,"UAG","UAG Training","2024-11-01","5158","196","47","2.6553835978835973","109198","506","89","12","0","0","8","0","20","0","0","0","14","0","0","0","0","0","649"
"84302709E34ABA58EB6E10A8413E83CE","Nacon","Nacon Academy",,"Nacon","Nacon Academy","2024-12-01","1707","223","92","2.1660061606827252","5581","210","127","73","92","0","10","0","127","0","45","0","0","0","0","0","0","0","684"
"109D7CF2212A10645CEDB2720086A68D","PopSockets","PopSockets",,"PopSockets","PopSockets","2024-06-01","132","13","2","0.8333333333333334","1655","4","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","10"
"84302709E34ABA58EB6E10A8413E83CE","Nacon","Nacon Academy",,"Nacon","Nacon Academy","2025-04-01","838","82","12","0.057777777777777775","51168","7","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","8"
"84302709E34ABA58EB6E10A8413E83CE","Nacon","Nacon Academy",,"Nacon","Nacon Academy","2025-03-01","2469","83","10","0.06989247311827956","45171","2","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","5"
"22616DD6B409CA4FE178CA8345599B84","UAG","UAG Training",,"UAG","UAG Training","2023-12-01","736","14","10","2.814814814814815","5815","43","0","0","0","0","0","0","7","2","0","0","0","0","0","0","0","0","52"
"22616DD6B409CA4FE178CA8345599B84","UAG","UAG Training",,"UAG","UAG Training","2025-01-01","6356","166","42","2.159170041428106","88555","319","106","15","0","0","0","0","26","0","0","0","14","0","0","0","0","0","480"
"109D7CF2212A10645CEDB2720086A68D","PopSockets","PopSockets",,"PopSockets","PopSockets","2024-09-01","1022","70","44","4.248235294117647","5941","434","0","0","0","0","0","4","38","22","0","7","0","0","0","0","0","0","505"
"84302709E34ABA58EB6E10A8413E83CE","Nacon","Nacon Academy",,"Nacon","Nacon Academy","2025-02-01","2897","95","16","0.21547619047619052","33006","15","0","3","5","0","0","0","10","0","0","0","0","0","0","0","0","0","33"
"22616DD6B409CA4FE178CA8345599B84","UAG","UAG Training",,"UAG","UAG Training","2024-08-01","7829","376","170","10.09846515995307","57392","4542","915","99","0","0","3","0","240","0","0","0","145","0","0","0","0","0","5944"
"109D7CF2212A10645CEDB2720086A68D","PopSockets","PopSockets",,"PopSockets","PopSockets","2025-03-01","704","33","11","1.253968253968254","39820","28","14","1","2","3","2","0","3","1","1","0","1","3","2","0","0","0","61"
"22616DD6B409CA4FE178CA8345599B84","UAG","UAG Training",,"UAG","UAG Training","2024-09-01","7460","92","48","1.0934865900383142","92828","105","13","5","0","0","0","0","9","0","0","0","3","0","0","0","0","0","135"
"109D7CF2212A10645CEDB2720086A68D","PopSockets","PopSockets",,"PopSockets","PopSockets","2024-12-01","2515","72","21","4.981292517006802","38742","228","80","1","14","10","0","8","27","5","13","3","3","13","1","0","0","0","406"
"22616DD6B409CA4FE178CA8345599B84","UAG","UAG Training",,"UAG","UAG Training","2025-07-01","3999","157","46","1.2376856118791602","135827","185","54","5","0","0","0","0","25","0","0","0","4","0","0","0","0","0","273"
"22616DD6B409CA4FE178CA8345599B84","UAG","UAG Training",,"UAG","UAG Training","2023-10-01","251","21","11","0.11538461538461539","839","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2"
"109D7CF2212A10645CEDB2720086A68D","PopSockets","PopSockets",,"PopSockets","PopSockets","2025-05-01","790","42","12","3.7848484848484847","49151","102","21","1","4","0","4","2","4","3","2","0","1","7","1","5","0","0","157"
"22616DD6B409CA4FE178CA8345599B84","UAG","UAG Training",,"UAG","UAG Training","2023-11-01","529","7","6","0.0","3018","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"84302709E34ABA58EB6E10A8413E83CE","Nacon","Nacon Academy",,"Nacon","Nacon Academy","2024-11-01","378","1","1","9.0","1668","2","3","1","0","0","0","0","2","0","1","0","0","0","0","0","0","0","9"
"84302709E34ABA58EB6E10A8413E83CE","Nacon","Nacon Academy",,"Nacon","Nacon Academy","2025-01-01","3178","127","27","0.26661779081133924","20995","16","8","1","7","0","2","0","19","0","2","0","0","0","0","0","0","0","55"
"0D931F9BE850FCAB0BB1C42424187996","MRT","My Retail Training",,"MRT","My Retail Training","2022-11-01","1605","188","35","2.029114959114959","34752","11","1","0","0","0","3","18","4","2","0","0","0","257","77","0","0","0","373"
"0D931F9BE850FCAB0BB1C42424187996","MRT","My Retail Training",,"MRT","My Retail Training","2023-06-01","3181","530","91","4.366965995495923","280185","963","381","1","0","0","13","202","263","15","0","0","0","287","214","0","0","0","2339"
"0D931F9BE850FCAB0BB1C42424187996","MRT","My Retail Training",,"MRT","My Retail Training","2023-04-01","2368","295","48","1.951949393199393","206029","143","111","1","0","0","0","38","14","3","0","0","0","235","53","0","0","0","598"
"0D931F9BE850FCAB0BB1C42424187996","MRT","My Retail Training",,"MRT","My Retail Training","2023-11-01","968","60","17","1.6112599206349205","110228","15","0","0","0","0","0","7","6","1","0","0","0","44","21","0","0","0","94"
"0D931F9BE850FCAB0BB1C42424187996","MRT","My Retail Training",,"MRT","My Retail Training","2022-10-01","1445","182","29","1.9281839559617338","7489","24","0","0","0","0","2","16","10","2","0","0","0","210","77","0","0","0","341"
"0D931F9BE850FCAB0BB1C42424187996","MRT","My Retail Training",,"MRT","My Retail Training","2023-05-01","2325","307","60","3.2319388586324074","249412","383","138","0","0","0","2","45","24","5","0","0","0","236","192","0","0","0","1025"
"0D931F9BE850FCAB0BB1C42424187996","MRT","My Retail Training",,"MRT","My Retail Training","2022-12-01","2038","353","93","4.669026852139539","65242","1275","0","146","0","0","56","300","247","49","0","0","146","251","107","0","0","0","2577"
"0D931F9BE850FCAB0BB1C42424187996","MRT","My Retail Training",,"MRT","My Retail Training","2023-09-01","3706","336","68","1.501062037091449","370173","58","6","10","0","0","10","69","109","4","0","0","0","172","88","0","0","0","526"
"0D931F9BE850FCAB0BB1C42424187996","MRT","My Retail Training",,"MRT","My Retail Training","2023-02-01","3429","369","48","2.8454123315993063","133701","327","286","1","0","0","0","57","30","14","0","0","0","238","124","0","0","0","1077"
"0D931F9BE850FCAB0BB1C42424187996","MRT","My Retail Training",,"MRT","My Retail Training","2023-10-01","4042","257","65","1.1705556987815053","423092","33","0","3","0","0","5","52","12","1","0","0","0","144","58","0","0","0","308"
"0D931F9BE850FCAB0BB1C42424187996","MRT","My Retail Training",,"MRT","My Retail Training","2023-03-01","3603","375","57","2.2587162626536443","186888","262","221","0","0","0","0","38","14","3","0","0","0","249","78","0","0","0","865"
"0D931F9BE850FCAB0BB1C42424187996","MRT","My Retail Training",,"MRT","My Retail Training","2023-07-01","3755","499","72","2.146471901158309","327465","472","26","31","0","0","12","112","163","10","0","0","0","156","129","0","0","0","1111"
"0D931F9BE850FCAB0BB1C42424187996","MRT","My Retail Training",,"MRT","My Retail Training","2023-08-01","4076","394","68","1.4129364995114522","360229","186","11","9","0","0","3","60","75","7","0","0","0","132","103","0","0","0","586"
"0D90AF0E048EDA389A6ABD0719057E17","Harmon International.","Harman Consumer Learning",,"Harmon International.","Harman Consumer Learning","2023-08-01","3999","216","76","8.169827484343612","101702","15","0","0","0","0","1","0","73","0","0","0","0","163","475","507","0","0","1234"
"0D90AF0E048EDA389A6ABD0719057E17","Harmon International.","Harman Consumer Learning",,"Harmon International.","Harman Consumer Learning","2024-06-01","7385","234","76","6.169562890812892","288178","81","0","0","0","0","3","0","60","0","0","0","0","193","411","456","0","0","1204"
"FB0A1640A1E39469D9D3DF9FF00A5E46","ZAGG","ZAGG ZONE",,"ZAGG","ZAGG ZONE","2025-03-01","235730","13992","3659","5.676543538569","8618626","26761","8868","432","673","4488","880","3627","2780","2552","0","0","890","2035","763","20727","0","4121","79597"
"FB0A1640A1E39469D9D3DF9FF00A5E46","ZAGG","ZAGG ZONE",,"ZAGG","ZAGG ZONE","2025-08-01","297878","16454","3821","5.063576793936079","12283209","19644","6722","649","641","3954","677","2768","4408","2001","4","0","378","2687","578","31418","0","6533","83062"
"0D90AF0E048EDA389A6ABD0719057E17","Harmon International.","Harman Consumer Learning",,"Harmon International.","Harman Consumer Learning","2023-05-01","2383","265","65","7.329168396435949","12762","395","0","0","0","0","0","0","44","0","0","0","0","362","276","413","0","0","1490"
"0D90AF0E048EDA389A6ABD0719057E17","Harmon International.","Harman Consumer Learning",,"Harmon International.","Harman Consumer Learning","2023-04-01","484","107","46","5.156918390251723","1515","20","0","0","0","0","7","0","85","0","0","0","0","257","13","199","0","0","581"
"0E81473CE89CCD67EB1F97B5C21FBE93","Schneider Electric","Schneider Electric",,"Schneider Electric","Schneider Electric","2024-12-01","31","0","0",,"62","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"525DA5DA30DA296ECB865F394F66CD0D","Marvin","Marvin Learning",,"Marvin","Marvin Learning","2023-10-01","61451","2402","901","2.3718010719494735","3932912","4387","0","0","0","0","0","765","1568","90","0","0","0","0","0","0","0","2","6812"
"0E81473CE89CCD67EB1F97B5C21FBE93","Schneider Electric","Schneider Electric",,"Schneider Electric","Schneider Electric","2025-04-01","111","7","3","0.06666666666666667","2274","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"525DA5DA30DA296ECB865F394F66CD0D","Marvin","Marvin Learning",,"Marvin","Marvin Learning","2023-07-01","52231","1636","656","3.1519344246362055","3377787","3926","0","0","0","0","0","732","1143","40","0","0","0","0","0","0","0","0","5841"
"525DA5DA30DA296ECB865F394F66CD0D","Marvin","Marvin Learning",,"Marvin","Marvin Learning","2024-10-01","52233","3036","913","2.592995415371383","5028917","6416","68","0","0","0","0","792","1102","52","0","0","0","0","0","0","0","0","8430"
"525DA5DA30DA296ECB865F394F66CD0D","Marvin","Marvin Learning",,"Marvin","Marvin Learning","2022-10-01","34450","1417","540","2.980095225439636","200449","2396","5","0","0","0","0","624","1392","40","0","0","0","0","0","0","0","0","4457"
"F64F26EA13EF9AA82C5E6DEF62B3367A","Roku","Roku",,"Roku","Roku","2025-10-01","4646","314","61","1.13666867779771","763138","45","0","4","0","0","0","5","242","0","0","0","4","0","0","0","0","8","308"
"0E81473CE89CCD67EB1F97B5C21FBE93","Schneider Electric","Schneider Electric",,"Schneider Electric","Schneider Electric","2025-08-01","4","0","0",,"272","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3D4F8AE75035BDD47BF6ECD2630020F8","Tech21","Tech21 Training",,"Tech21","Tech21 Training","2023-05-01","123","2","2","5.0","1955","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","10"
"525DA5DA30DA296ECB865F394F66CD0D","Marvin","Marvin Learning",,"Marvin","Marvin Learning","2024-05-01","69334","2303","874","2.6942169573717796","6261712","4701","0","0","0","0","0","723","948","52","0","0","0","0","0","0","0","0","6424"
"525DA5DA30DA296ECB865F394F66CD0D","Marvin","Marvin Learning",,"Marvin","Marvin Learning","2025-08-01","63243","2667","973","2.328352523526971","6511640","5697","193","0","0","0","0","593","761","0","0","0","84","0","0","0","0","0","7328"
"525DA5DA30DA296ECB865F394F66CD0D","Marvin","Marvin Learning",,"Marvin","Marvin Learning","2023-06-01","53366","2096","789","3.0219918559260868","3143122","5002","0","0","0","0","0","758","1484","93","0","0","0","0","0","0","0","0","7337"
"0E81473CE89CCD67EB1F97B5C21FBE93","Schneider Electric","Schneider Electric",,"Schneider Electric","Schneider Electric","2025-01-01","9","0","0",,"18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"F64F26EA13EF9AA82C5E6DEF62B3367A","Roku","Roku",,"Roku","Roku","2024-10-01","2083","557","82","1.7247190815886513","243842","459","2","4","1","0","0","15","315","0","0","1","4","2","6","38","0","160","1007"
"525DA5DA30DA296ECB865F394F66CD0D","Marvin","Marvin Learning",,"Marvin","Marvin Learning","2023-09-01","53905","2858","1136","2.522031720038468","3540632","4946","0","0","0","0","0","753","1743","142","0","1","0","0","0","0","0","0","7585"
"F64F26EA13EF9AA82C5E6DEF62B3367A","Roku","Roku",,"Roku","Roku","2025-07-01","34475","826","129","3.277070329660242","679697","204","0","8","0","0","2","11","255","0","0","0","6","497","246","1343","0","35","2607"
"F64F26EA13EF9AA82C5E6DEF62B3367A","Roku","Roku",,"Roku","Roku","2024-11-01","4324","598","130","2.8435507433269587","274707","1353","6","9","0","0","0","17","243","0","0","0","4","1","0","2","0","193","1828"
"525DA5DA30DA296ECB865F394F66CD0D","Marvin","Marvin Learning",,"Marvin","Marvin Learning","2025-10-01","61355","2716","984","2.425323479924729","6687032","5289","4","50","0","0","0","552","705","0","0","0","0","0","0","0","0","0","6600"
"F64F26EA13EF9AA82C5E6DEF62B3367A","Roku","Roku",,"Roku","Roku","2024-03-01","32","4","3","1.3333333333333333","36","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","4"
"F64F26EA13EF9AA82C5E6DEF62B3367A","Roku","Roku",,"Roku","Roku","2025-03-01","2247","492","56","1.1444573076109579","415468","176","0","1","0","0","0","14","350","0","0","2","1","0","0","4","0","49","597"
"3D4F8AE75035BDD47BF6ECD2630020F8","Tech21","Tech21 Training",,"Tech21","Tech21 Training","2023-01-01","5311","63","14","4.39247311827957","64119","4","0","0","0","0","0","0","8","1","0","0","0","235","0","0","0","0","248"
"0E81473CE89CCD67EB1F97B5C21FBE93","Schneider Electric","Schneider Electric",,"Schneider Electric","Schneider Electric","2025-09-01","8","1","1","0.0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"525DA5DA30DA296ECB865F394F66CD0D","Marvin","Marvin Learning",,"Marvin","Marvin Learning","2023-02-01","42567","2137","878","3.83349091125763","1717832","5052","0","0","0","0","0","1009","2147","116","0","0","0","0","0","0","0","0","8324"
"F64F26EA13EF9AA82C5E6DEF62B3367A","Roku","Roku",,"Roku","Roku","2024-07-01","1730","457","51","1.4671755551801795","111390","379","1","2","1","0","0","12","7","0","0","0","1","3","10","37","0","142","595"
"F64F26EA13EF9AA82C5E6DEF62B3367A","Roku","Roku",,"Roku","Roku","2024-06-01","1682","371","48","1.198183668183668","62649","202","0","3","0","0","0","9","6","0","0","2","8","8","16","41","0","177","472"
"525DA5DA30DA296ECB865F394F66CD0D","Marvin","Marvin Learning",,"Marvin","Marvin Learning","2025-09-01","61168","2437","902","2.5485580418427465","6419607","5608","67","0","0","0","0","578","777","0","0","0","75","0","0","0","0","0","7105"
"525DA5DA30DA296ECB865F394F66CD0D","Marvin","Marvin Learning",,"Marvin","Marvin Learning","2023-03-01","51996","2343","824","3.013194767570785","2320166","5174","0","0","0","0","0","946","1900","93","0","0","0","0","0","0","0","0","8113"
"525DA5DA30DA296ECB865F394F66CD0D","Marvin","Marvin Learning",,"Marvin","Marvin Learning","2023-12-01","66274","3497","1155","3.6153818952402736","4917037","9488","0","0","0","0","0","1116","2928","174","0","0","0","1","0","0","0","0","13707"
"525DA5DA30DA296ECB865F394F66CD0D","Marvin","Marvin Learning",,"Marvin","Marvin Learning","2025-07-01","64022","3148","1152","2.3022199391742064","6589474","6157","76","0","0","0","0","818","1119","0","0","0","0","0","0","0","0","0","8170"
